"subc","nodes","x_coord","y_coord"
3,333,-157.745879172686,21.3207282308232
3,334,-157.745849701902,21.3204749772385
3,335,-157.745890886355,21.3203592920477
3,336,-157.745937818376,21.3202932440381
3,337,-157.74595549455,21.3202326711009
3,338,-157.745955462175,21.3201114379925
3,339,-157.746002471537,21.3199683333719
3,340,-157.746090552937,21.3198361051522
3,341,-157.746595885592,21.3193514236294
3,342,-157.746748576086,21.3191035938558
3,343,-157.746760372493,21.3190540870765
3,344,-157.746795651098,21.3190320365993
3,345,-157.746807351278,21.3189824389884
3,346,-157.746824941118,21.3189659481201
3,347,-157.746836738425,21.3189163505092
3,348,-157.746872016131,21.318894300032
3,349,-157.746913044102,21.3187401301529
3,350,-157.746948298425,21.318448244391
3,351,-157.747007006168,21.318255540361
3,352,-157.747024578921,21.3178205185022
3,353,-157.747053939088,21.3176552410965
3,354,-157.747100843229,21.3174900931933
3,355,-157.747112645932,21.3174625379658
3,356,-157.747341596238,21.3165318772444
3,357,-157.747341542278,21.3163335875251
3,358,-157.747376828977,21.3161628422415
3,359,-157.747435515137,21.3160747491504
3,360,-157.747523695462,21.315964563314
3,361,-157.747588310852,21.315882024436
3,362,-157.747617623355,21.3157222571765
3,363,-157.74763527165,21.3155736028395
3,364,-157.747617611663,21.3155075251522
3,365,-157.747541229544,21.3153973779866
3,366,-157.747453033031,21.3152707912141
3,367,-157.747417769714,21.3151660984367
3,368,-157.747405919348,21.3150174962605
3,369,-157.747417646507,21.314896352185
3,370,-157.747464699037,21.3147476456874
3,371,-157.747494007043,21.3145769471684
3,372,-157.747558631426,21.3143456244511
3,373,-157.747570386464,21.3143235793697
3,374,-157.74767602263,21.313894000208
3,375,-157.747676056805,21.3138444961266
3,376,-157.747740647913,21.3136737886145
3,377,-157.74775235079,21.3136352121953
3,378,-157.747799302596,21.3134754845061
3,379,-157.747828724816,21.3133708223057
3,380,-157.747922632024,21.3130624789503
3,381,-157.747940317192,21.3130458981497
3,382,-157.747940255139,21.3129963940684
3,383,-157.748016619272,21.3128696768941
3,384,-157.748016597688,21.3127926193839
3,385,-157.748045998324,21.3127815469309
3,386,-157.748057774946,21.3126659130015
3,387,-157.748092954626,21.3126439515572
3,388,-157.748104697973,21.3125778217092
3,389,-157.74816927829,21.3123740515213
3,390,-157.748228048086,21.3122418745629
3,391,-157.748275022374,21.3121703155077
3,392,-157.748333793969,21.312049159741
3,393,-157.748515921972,21.3117957649627
3,394,-157.748551136726,21.311724210404
3,395,-157.748762594318,21.3113882839422
3,396,-157.748944781676,21.3111734646837
3,397,-157.749038723059,21.310997193066
3,398,-157.749097455083,21.3109146101212
3,399,-157.749144489626,21.3108815357543
3,400,-157.749279619059,21.3107933788114
3,401,-157.749679203133,21.3106336538201
3,402,-157.749814331666,21.3105454959779
3,403,-157.749949463797,21.3104683593274
3,404,-157.750137496748,21.3103031745519
3,405,-157.750272558732,21.3101433794135
3,406,-157.750395998776,21.3099671446681
